"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Tapirus terrestris",-76.02862,-0.721631,25.2008743286133,9.45445823669434,84.9934539794922,55.4544296264648,30.8374996185303,19.7137508392334,11.1237487792969,24.8410415649414,25.722749710083,25.7914581298828,24.4241256713867,3171,348,186,21.0374355316162,995,565,626,888
"Tapirus terrestris",-50.499015,-19.019661,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.493072,-19.0272,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.478806,-19.019072,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.551908,-18.749953,23.2661361694336,12.3678131103516,70.1839294433594,162.454940795898,30.5132503509521,12.8912496566772,17.6220016479492,24.4679164886475,21.1353340148926,24.5168762207031,20.8409996032715,1479,274,16,77.217170715332,727,52,659,76
"Tapirus terrestris",-50.553921,-18.749271,23.2661361694336,12.3678131103516,70.1839294433594,162.454940795898,30.5132503509521,12.8912496566772,17.6220016479492,24.4679164886475,21.1353340148926,24.5168762207031,20.8409996032715,1479,274,16,77.217170715332,727,52,659,76
"Tapirus terrestris",-50.551376,-18.750304,23.2661361694336,12.3678131103516,70.1839294433594,162.454940795898,30.5132503509521,12.8912496566772,17.6220016479492,24.4679164886475,21.1353340148926,24.5168762207031,20.8409996032715,1479,274,16,77.217170715332,727,52,659,76
"Tapirus terrestris",-50.550953,-18.748848,23.2661361694336,12.3678131103516,70.1839294433594,162.454940795898,30.5132503509521,12.8912496566772,17.6220016479492,24.4679164886475,21.1353340148926,24.5168762207031,20.8409996032715,1479,274,16,77.217170715332,727,52,659,76
"Tapirus terrestris",-50.550695,-18.967087,23.2562923431396,12.3500833511353,69.9354858398438,168.734161376953,30.4640007019043,12.8047504425049,17.6592502593994,24.5539588928223,21.0283756256104,24.5970840454102,20.7587509155273,1444,272,16,77.420166015625,717,53,651,76
"Tapirus terrestris",-59.905701,-26.254161,21.6661243438721,12.2267084121704,52.187328338623,411.082244873047,33.3632507324219,9.93474960327148,23.4285011291504,24.0915832519531,16.5539169311523,26.627124786377,16.5539169311523,1089,160,25,53.3060607910156,404,84,372,84
"Tapirus terrestris",-61.097064,5.56651,22.1431674957275,9.67774963378906,84.3303375244141,47.8472290039062,28.1382503509521,16.6622505187988,11.4759998321533,21.820125579834,21.8520412445068,22.7218341827393,21.6898326873779,2047,325,64,45.6970710754395,819,242,499,271
"Tapirus terrestris",-62.060314,-9.167229,25.120906829834,11.7129383087158,70.2941513061523,44.0949821472168,33.2612495422363,16.5985012054443,16.662748336792,25.1439590454102,24.7106246948242,25.5435829162598,24.5189170837402,2301,341,19,65.7503967285156,1000,85,338,161
"Tapirus terrestris",-50.478566,-19.013495,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.493169,-19.026504,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.482323,-19.01844,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.551424,-18.750186,23.2661361694336,12.3678131103516,70.1839294433594,162.454940795898,30.5132503509521,12.8912496566772,17.6220016479492,24.4679164886475,21.1353340148926,24.5168762207031,20.8409996032715,1479,274,16,77.217170715332,727,52,659,76
"Tapirus terrestris",-44.982722,-23.013293,16.7355213165283,11.7457914352417,59.3019676208496,252.688903808594,25.574499130249,5.76774978637695,19.8067493438721,19.6383323669434,13.4834585189819,19.6982498168945,13.4834585189819,1531,247,27,68.4465103149414,730,107,686,107
"Tapirus terrestris",-51.94588,4.02544,25.6837291717529,8.453125,75.3817749023438,50.0815773010254,32.1477508544922,20.9340000152588,11.2137508392334,25.5314998626709,26.3282508850098,26.3847503662109,25.1389999389648,3326,513,74,51.8683853149414,1302,292,301,1069
"Tapirus terrestris",-53.75844,2.96718,25.5910320281982,9.47393703460693,80.5863876342773,50.6381454467773,32.1972503662109,20.4409999847412,11.7562503814697,25.4192924499512,26.2430419921875,26.2430419921875,24.9441242218018,2436,356,54,49.2946815490723,967,213,213,771
"Tapirus terrestris",-68.49335,5.72338,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.50117,5.74044,27.8732089996338,9.65337467193604,73.0513916015625,103.960693359375,35.5794982910156,22.3649997711182,13.2144985198975,26.6338748931885,28.7099571228027,29.2330837249756,26.6338748931885,2493,433,18,73.5745544433594,1227,96,103,1227
"Tapirus terrestris",-68.22497,5.76396,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.26038,5.78238,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.21563,5.79062,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.46428,5.80619,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.43857,5.80303,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.13658,5.83972,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.23089,5.91525,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.05039,6.00478,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-67.91475,6.03486,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.87933,6.09064,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.75475,6.17506,27.8286972045898,9.66668701171875,71.785888671875,118.047203063965,35.8914985656738,22.4254989624023,13.4659996032715,26.4577083587646,29.2830829620361,29.4383335113525,26.4577083587646,2255,410,13,78.9785385131836,1164,71,206,1164
"Tapirus terrestris",-69.803444,6.434306,27.2109680175781,9.51768684387207,68.0977935791016,92.0227355957031,35.2504997253418,21.2740001678467,13.9764995574951,26.1014595031738,27.6607513427734,28.4566669464111,26.1014595031738,2188,403,11,76.9090347290039,1079,59,226,1079
"Tapirus terrestris",-68.493352,5.723383,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.224973,5.763956,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.178,5.764639,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.260377,5.782384,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.215633,5.790618,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.1825,5.800417,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.145389,5.806361,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.169806,5.813056,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.135139,5.834306,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.136583,5.839722,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.050389,6.004778,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-67.91475,6.034861,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.879333,6.090639,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.75475,6.175056,27.8286972045898,9.66668701171875,71.785888671875,118.047203063965,35.8914985656738,22.4254989624023,13.4659996032715,26.4577083587646,29.2830829620361,29.4383335113525,26.4577083587646,2255,410,13,78.9785385131836,1164,71,206,1164
"Tapirus terrestris",-54.068023,-17.233081,22.6197509765625,13.0187911987305,65.5957641601562,181.317047119141,31.048999786377,11.2019996643066,19.8470001220703,23.8036251068115,20.0429573059082,24.1555423736572,20.0066242218018,1591,290,14,73.5139923095703,770,54,592,93
"Tapirus terrestris",-64.734385,-23.676717,20.9738121032715,12.140625,50.5559196472168,420.941558837891,31.7119998931885,7.69775009155273,24.0142498016357,24.6887493133545,15.3483333587646,25.4970417022705,15.3483333587646,806,154,4,89.8102645874023,447,22,426,22
"Tapirus terrestris",-55.2008,4.93257,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-55.17649,4.95118,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-55.19007,4.926667,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-76.327797,-1.723776,25.3425827026367,9.72125053405762,87.1841506958008,51.9021034240723,30.9097499847412,19.75950050354,11.1502494812012,25.0337085723877,25.8375415802002,25.8502502441406,24.5941257476807,3364,372,200,18.6259956359863,1024,644,673,949
"Tapirus terrestris",-55.22077,4.91685,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-54.046351,-25.805918,19.5343551635742,12.7112083435059,56.3977584838867,360.172576904297,30.4652500152588,7.92675018310547,22.5384998321533,23.7904167175293,15.1027498245239,23.7904167175293,15.1027498245239,1774,206,112,18.7098140716553,507,375,507,375
"Tapirus terrestris",-76.258646,-0.447505,25.1577606201172,9.33106327056885,85.4395065307617,54.1797409057617,30.7285003662109,19.8072490692139,10.9212512969971,24.7825012207031,25.646333694458,25.7504997253418,24.4198741912842,3295,349,198,19.6231594085693,1019,608,679,877
"Tapirus terrestris",-54.381317,-20.481922,23.0895004272461,11.409125328064,69.0071563720703,180.986297607422,30.1469993591309,13.6137504577637,16.5332489013672,24.705249786377,20.7358341217041,24.705249786377,20.4828338623047,1438,233,41,54.4755363464355,636,128,636,193
"Tapirus terrestris",-55.17922,4.958567,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-54.643648,-17.716382,23.8075408935547,12.6003332138062,64.6651763916016,190.555694580078,32.0587501525879,12.5732498168945,19.4855003356934,25.1122493743896,21.1122913360596,25.4650001525879,21.0780830383301,1527,266,19,69.084098815918,725,72,554,111
"Tapirus terrestris",-56.910188,-16.764902,25.5788021087646,11.6740627288818,63.2372055053711,196.477264404297,33.5279998779297,15.06725025177,18.460750579834,27.0791664123535,22.7401676177979,27.2365837097168,22.7401676177979,1284,216,21,68.0150299072266,599,69,446,69
"Tapirus terrestris",-76.85709,8.61304,26.6243953704834,6.83440160751343,89.1642532348633,22.6138362884521,30.3452987670898,22.6803417205811,7.66495704650879,26.6635322570801,26.6737899780273,26.9688034057617,26.4336185455322,1824,251,27,57.4244384765625,667,90,412,593
"Tapirus terrestris",-76.87363,8.61587,26.6243953704834,6.83440160751343,89.1642532348633,22.6138362884521,30.3452987670898,22.6803417205811,7.66495704650879,26.6635322570801,26.6737899780273,26.9688034057617,26.4336185455322,1824,251,27,57.4244384765625,667,90,412,593
"Tapirus terrestris",-76.87381,8.61605,26.6243953704834,6.83440160751343,89.1642532348633,22.6138362884521,30.3452987670898,22.6803417205811,7.66495704650879,26.6635322570801,26.6737899780273,26.9688034057617,26.4336185455322,1824,251,27,57.4244384765625,667,90,412,593
"Tapirus terrestris",-76.87444,8.61611,26.6243953704834,6.83440160751343,89.1642532348633,22.6138362884521,30.3452987670898,22.6803417205811,7.66495704650879,26.6635322570801,26.6737899780273,26.9688034057617,26.4336185455322,1824,251,27,57.4244384765625,667,90,412,593
"Tapirus terrestris",-55.17911,4.95858,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-76.880031,0.977597,17.9992294311523,8.68350028991699,89.0638122558594,29.227388381958,22.7000007629395,12.950249671936,9.74975109100342,17.7056255340576,18.1371250152588,18.2226257324219,17.5441246032715,2983,360,175,26.4172706604004,1028,547,683,976
"Tapirus terrestris",-54.182901,-25.890274,19.9302597045898,12.6434783935547,55.814323425293,367.553466796875,30.8447494506836,8.19200038909912,22.6527481079102,22.1250839233398,16.3662910461426,24.2692489624023,15.3815002441406,1745,197,106,17.2646331787109,481,354,478,361
"Tapirus terrestris",-51.544435,-14.71379,25.3696975708008,12.8217287063599,66.3118591308594,137.393310546875,33.7794990539551,14.4440002441406,19.3354988098145,26.0584163665771,23.4507083892822,26.5957489013672,23.3751678466797,1559,280,5,83.5141143798828,765,19,439,38
"Tapirus terrestris",-51.439475,-14.636596,25.4985408782959,12.715874671936,66.6232223510742,131.900115966797,33.8042488098145,14.7180004119873,19.0862483978271,26.1447486877441,23.6549587249756,26.6653327941895,23.5832920074463,1557,282,5,84.1016464233398,765,18,437,37
"Tapirus terrestris",-47.487721,-24.013772,19.267822265625,8.32185363769531,52.857307434082,262.6806640625,26.5847492218018,10.8407497406006,15.7439994812012,22.3200836181641,15.9959163665771,22.4067916870117,15.9959163665771,1758,262,70,45.2310600280762,700,216,694,216
"Tapirus terrestris",-55.20078,4.93534,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-55.886001,-9.49399,26.5722599029541,10.878812789917,66.4679641723633,64.8360443115234,35.6805000305176,19.3134994506836,16.367000579834,25.8107490539551,27.1204586029053,27.3628749847412,25.7997093200684,2229,348,7,70.2484893798828,995,53,330,967
"Tapirus terrestris",-76.623066,0.833168,24.8432502746582,9.34029197692871,86.9653091430664,49.6383361816406,30.3059997558594,19.5657501220703,10.7402496337891,24.3807487487793,25.2669582366943,25.4200000762939,24.2049579620361,3762,400,217,21.4386978149414,1187,737,870,1172
"Tapirus terrestris",-76.696949,0.999617,22.4385318756104,9.1373119354248,89.8060150146484,31.0059337615967,27.4685001373291,17.2940006256104,10.1744995117188,22.0111656188965,22.6925411224365,22.7261238098145,22.003999710083,3883,447,238,22.1010131835938,1277,760,800,1165
"Tapirus terrestris",-76.633981,0.947679,24.6411247253418,9.37483406066895,87.0700607299805,45.273120880127,30.0282497406006,19.2612495422363,10.7670001983643,24.0381660461426,25.0692081451416,25.1257915496826,24.0381660461426,4094,450,252,20.5301704406738,1305,811,858,1305
"Tapirus terrestris",-59.67416,-22.530035,24.6105632781982,13.9133329391479,58.3955955505371,359.206298828125,35.5734977722168,11.7475004196167,23.8259963989258,28.6445407867432,20.0534591674805,28.6445407867432,19.8978748321533,675,92,8,53.4764747619629,257,50,257,81
"Tapirus terrestris",-51.235018,-15.102693,25.3823432922363,12.4255628585815,66.4131240844727,130.797546386719,33.4507484436035,14.741250038147,18.7094993591309,25.998291015625,23.5858745574951,26.5832080841064,23.4815826416016,1584,285,5,83.6785049438477,777,22,443,41
"Tapirus terrestris",-51.120403,-15.287971,25.3790416717529,12.1464166641235,65.8404769897461,130.976699829102,33.3535003662109,14.9052495956421,18.4482498168945,25.9795417785645,23.5951251983643,26.5905418395996,23.4705410003662,1590,283,6,83.0140609741211,779,25,442,43
"Tapirus terrestris",-52.79614,2.83866,25.6559276580811,9.3071460723877,77.0762100219727,53.9269065856934,32.3889999389648,20.3137493133545,12.0752506256104,25.4572086334229,26.3018741607666,26.314416885376,24.9607086181641,2601,379,59,49.717903137207,1029,231,260,841
"Tapirus terrestris",-71.337149,-12.869764,23.5349578857422,10.762791633606,79.75244140625,79.290885925293,30.1527500152588,16.6574993133545,13.4952507019043,24.0433750152588,22.4324169158936,24.2252922058105,22.3906669616699,3155,451,116,44.9766540527344,1247,391,907,404
"Tapirus terrestris",-53.149381,-20.021882,23.5778751373291,11.923957824707,67.243522644043,201.146087646484,30.8544998168945,13.1219997406006,17.7325000762939,25.3829574584961,20.9319591522217,25.3916664123535,20.7098331451416,1399,236,29,59.8181304931641,632,100,594,142
"Tapirus terrestris",-69.233974,-12.869453,25.1577701568604,10.2807502746582,72.3550567626953,104.009834289551,31.6960010528564,17.4872493743896,14.2087516784668,25.8847503662109,23.6910839080811,26.0428333282471,23.6585006713867,2520,380,81,55.0635185241699,1081,250,793,284
"Tapirus terrestris",-54.622883,-20.578898,23.341552734375,11.2631454467773,68.5846710205078,183.912521362305,30.4562492370605,14.0340003967285,16.422248840332,25.0181255340576,20.9660415649414,25.0181255340576,20.709041595459,1435,227,41,52.7592277526855,625,133,625,201
"Tapirus terrestris",-56.904456,-16.68315,25.5788021087646,11.6740627288818,63.2372055053711,196.477264404297,33.5279998779297,15.06725025177,18.460750579834,27.0791664123535,22.7401676177979,27.2365837097168,22.7401676177979,1284,216,21,68.0150299072266,599,69,446,69
"Tapirus terrestris",-50.478018,-19.018672,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-69.352032,-12.857937,25.1394062042236,10.1481876373291,72.6609191894531,102.667343139648,31.5912494659424,17.6247501373291,13.9664993286133,25.8606243133545,23.691333770752,26.0049991607666,23.65625,2757,415,92,53.5267906188965,1174,289,862,322
"Tapirus terrestris",-51.587014,-15.182041,25.1213226318359,12.5375204086304,66.110481262207,136.94140625,33.2449989318848,14.2805004119873,18.9644985198975,25.7854156494141,23.2327079772949,26.3762073516846,23.1337909698486,1566,279,6,83.0057220458984,770,24,432,42
"Tapirus terrestris",-51.80915,4.1925,25.8206729888916,8.17454051971436,75.2086715698242,48.4579048156738,32.1099166870117,21.2407703399658,10.8691463470459,25.6575756072998,26.4512386322021,26.5100555419922,25.3200187683105,3090,464,65,54.1484336853027,1207,238,259,1029
"Tapirus terrestris",-51.6758,4.20663,25.8206729888916,8.17454051971436,75.2086715698242,48.4579048156738,32.1099166870117,21.2407703399658,10.8691463470459,25.6575756072998,26.4512386322021,26.5100555419922,25.3200187683105,3090,464,65,54.1484336853027,1207,238,259,1029
"Tapirus terrestris",-68.344036,-14.13472,21.7068748474121,10.9982500076294,70.9736251831055,122.440353393555,28.6499996185303,13.1537504196167,15.4962491989136,22.6131248474121,19.9681243896484,22.7951240539551,19.9681243896484,1830,268,61,53.7058029174805,783,196,569,196
"Tapirus terrestris",-71.63186,-12.147684,24.7130832672119,10.5107917785645,78.9320678710938,76.7699737548828,31.1002502441406,17.7840003967285,13.3162498474121,25.2178325653076,23.627082824707,25.3969573974609,23.6255836486816,2598,363,91,46.4715309143066,1020,294,785,310
"Tapirus terrestris",-50.478259,-19.014443,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.478893,-19.015493,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.550468,-18.966617,23.2562923431396,12.3500833511353,69.9354858398438,168.734161376953,30.4640007019043,12.8047504425049,17.6592502593994,24.5539588928223,21.0283756256104,24.5970840454102,20.7587509155273,1444,272,16,77.420166015625,717,53,651,76
"Tapirus terrestris",-50.550349,-18.964935,23.2562923431396,12.3500833511353,69.9354858398438,168.734161376953,30.4640007019043,12.8047504425049,17.6592502593994,24.5539588928223,21.0283756256104,24.5970840454102,20.7587509155273,1444,272,16,77.420166015625,717,53,651,76
"Tapirus terrestris",-55.18443,4.9517,26.0501670837402,8.92670822143555,79.1515197753906,66.8368606567383,32.4104995727539,21.1324996948242,11.2779998779297,25.8442916870117,26.9936676025391,26.9936676025391,25.3256244659424,2317,347,84,42.0778656005859,910,306,306,520
"Tapirus terrestris",-69.787111,6.282778,27.2403430938721,9.57627010345459,69.2978515625,95.4766082763672,35.2150001525879,21.3959999084473,13.8190002441406,26.0842914581299,27.7649173736572,28.5222072601318,26.0842914581299,2291,416,13,76.6888046264648,1124,63,235,1124
"Tapirus terrestris",-69.787,6.283333,27.2403430938721,9.57627010345459,69.2978515625,95.4766082763672,35.2150001525879,21.3959999084473,13.8190002441406,26.0842914581299,27.7649173736572,28.5222072601318,26.0842914581299,2291,416,13,76.6888046264648,1124,63,235,1124
"Tapirus terrestris",-69.788167,6.282639,27.2403430938721,9.57627010345459,69.2978515625,95.4766082763672,35.2150001525879,21.3959999084473,13.8190002441406,26.0842914581299,27.7649173736572,28.5222072601318,26.0842914581299,2291,416,13,76.6888046264648,1124,63,235,1124
"Tapirus terrestris",-69.788306,6.28275,27.2403430938721,9.57627010345459,69.2978515625,95.4766082763672,35.2150001525879,21.3959999084473,13.8190002441406,26.0842914581299,27.7649173736572,28.5222072601318,26.0842914581299,2291,416,13,76.6888046264648,1124,63,235,1124
"Tapirus terrestris",-69.788333,6.282694,27.2403430938721,9.57627010345459,69.2978515625,95.4766082763672,35.2150001525879,21.3959999084473,13.8190002441406,26.0842914581299,27.7649173736572,28.5222072601318,26.0842914581299,2291,416,13,76.6888046264648,1124,63,235,1124
"Tapirus terrestris",-69.789389,6.283,27.2403430938721,9.57627010345459,69.2978515625,95.4766082763672,35.2150001525879,21.3959999084473,13.8190002441406,26.0842914581299,27.7649173736572,28.5222072601318,26.0842914581299,2291,416,13,76.6888046264648,1124,63,235,1124
"Tapirus terrestris",-51.85562,3.84462,25.7000617980957,8.69870948791504,75.4997863769531,52.3362045288086,32.3497505187988,20.8282489776611,11.5215015411377,25.5376663208008,26.3766670227051,26.4289989471436,25.1226253509521,3357,536,80,52.3270568847656,1324,301,306,1080
"Tapirus terrestris",-53.11434,3.02875,24.8210411071777,9.30112552642822,77.9723434448242,53.1806106567383,31.484748840332,19.5559997558594,11.9287490844727,24.7608757019043,25.4656677246094,25.4656677246094,24.1310844421387,2618,390,65,48.3821678161621,1029,248,248,806
