"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Tapirus terrestris",-75.5892,-1.5156,25.5465202331543,9.65666675567627,85.2177810668945,58.4616737365723,31.1809997558594,19.8492488861084,11.331750869751,25.2207508087158,26.1100006103516,26.1118755340576,24.712833404541,3111,341,176,20.416130065918,975,573,601,886
"Tapirus terrestris",-75.6235,-0.8594,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-76.3855,-0.5253,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.9158,-0.7222,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.9059,-0.7822,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.4301,-0.9785,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
"Tapirus terrestris",-75.9166,-0.7295,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.9036,-0.8035,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-76.3841,-0.5267,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.4527,-0.9805,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
"Tapirus terrestris",-76.361638,0.489511,25.0031776428223,9.37589550018311,85.6696014404297,56.7344665527344,30.6877498626709,19.7434997558594,10.9442501068115,24.5187072753906,25.4328746795654,25.7115001678467,24.3056259155273,3756,402,210,22.535285949707,1183,689,926,1120
"Tapirus terrestris",-76.398366,0.480218,25.0031776428223,9.37589550018311,85.6696014404297,56.7344665527344,30.6877498626709,19.7434997558594,10.9442501068115,24.5187072753906,25.4328746795654,25.7115001678467,24.3056259155273,3756,402,210,22.535285949707,1183,689,926,1120
"Tapirus terrestris",-76.372497,0.505812,24.9125728607178,9.31697940826416,85.653678894043,56.541187286377,30.5405006408691,19.6630001068115,10.8775005340576,24.4032917022705,25.3599166870117,25.6095008850098,24.212833404541,3785,404,206,22.4828147888184,1204,700,905,1161
"Tapirus terrestris",-76.391307,0.47991,25.0031776428223,9.37589550018311,85.6696014404297,56.7344665527344,30.6877498626709,19.7434997558594,10.9442501068115,24.5187072753906,25.4328746795654,25.7115001678467,24.3056259155273,3756,402,210,22.535285949707,1183,689,926,1120
"Tapirus terrestris",-76.053547,-0.699732,25.2008743286133,9.45445823669434,84.9934539794922,55.4544296264648,30.8374996185303,19.7137508392334,11.1237487792969,24.8410415649414,25.722749710083,25.7914581298828,24.4241256713867,3171,348,186,21.0374355316162,995,565,626,888
"Tapirus terrestris",-52.210293,-22.549963,22.0117816925049,11.5792713165283,63.0481796264648,256.246704101562,30.1299991607666,11.7642498016357,18.3657493591309,24.7115421295166,19.9816246032715,24.7115421295166,18.4958324432373,1176,161,40,42.7704620361328,434,143,434,198
"Tapirus terrestris",-47.892339,-15.69156,20.8147926330566,11.0749168395996,67.7302780151367,115.72021484375,28.0445003509521,11.6929998397827,16.3515014648438,21.371208190918,19.2074165344238,21.6983757019043,19.1009998321533,1504,250,8,77.601432800293,716,30,426,50
"Tapirus terrestris",-54.006491,-25.840904,19.3195419311523,12.5408744812012,56.0022964477539,361.44482421875,30.152250289917,7.75874996185303,22.3935012817383,23.5964164733887,15.8540840148926,23.5964164733887,14.8747081756592,1772,199,110,18.0109577178955,505,371,505,372
"Tapirus terrestris",-60.932008,-24.837276,22.4820423126221,13.0062503814697,53.3644485473633,409.678375244141,34.2490005493164,9.87650012969971,24.372501373291,26.5407085418701,17.3038330078125,27.2658748626709,17.3038330078125,834,134,12,63.3436622619629,345,50,335,50
"Tapirus terrestris",-47.991868,-15.669238,20.8147926330566,11.0749168395996,67.7302780151367,115.72021484375,28.0445003509521,11.6929998397827,16.3515014648438,21.371208190918,19.2074165344238,21.6983757019043,19.1009998321533,1504,250,8,77.601432800293,716,30,426,50
"Tapirus terrestris",-76.059072,-0.63367,25.2447395324707,9.38868713378906,84.7890167236328,55.523323059082,30.8729991912842,19.7999992370605,11.0729999542236,24.8822498321533,25.7593746185303,25.8413753509521,24.4730834960938,3178,345,184,20.952449798584,995,565,632,877
"Tapirus terrestris",-57.785683,-21.708947,24.749719619751,12.190146446228,59.3606071472168,308.518676757812,33.9682502746582,13.4324998855591,20.5357513427734,27.8337497711182,20.7210845947266,28.0736656188965,20.7210845947266,1177,164,31,44.6035957336426,456,126,425,126
"Tapirus terrestris",-76.03125,-0.713518,25.2008743286133,9.45445823669434,84.9934539794922,55.4544296264648,30.8374996185303,19.7137508392334,11.1237487792969,24.8410415649414,25.722749710083,25.7914581298828,24.4241256713867,3171,348,186,21.0374355316162,995,565,626,888
"Tapirus terrestris",-76.141462,-0.641603,25.2447395324707,9.38868713378906,84.7890167236328,55.523323059082,30.8729991912842,19.7999992370605,11.0729999542236,24.8822498321533,25.7593746185303,25.8413753509521,24.4730834960938,3178,345,184,20.952449798584,995,565,632,877
"Tapirus terrestris",-55.823026,-9.689322,26.7495002746582,11.1121664047241,65.9563903808594,66.4059219360352,36.127498626709,19.2797508239746,16.8477478027344,25.9861240386963,27.2869987487793,27.5815410614014,25.9677925109863,2202,341,8,70.7019195556641,996,53,335,981
"Tapirus terrestris",-54.391662,-25.809382,20.3999900817871,12.4363126754761,56.0882720947266,360.222869873047,31.0907497406006,8.91800022125244,22.1727485656738,22.581916809082,16.8968753814697,24.6264171600342,15.9285001754761,1753,199,108,16.8655223846436,492,357,457,370
"Tapirus terrestris",-52.820638,-18.154143,21.8055515289307,12.5079374313354,67.682731628418,163.253829956055,29.4985008239746,11.0182504653931,18.4802513122559,22.9146251678467,19.5805835723877,23.1606674194336,19.3942909240723,1610,309,21,71.2876434326172,765,71,578,103
"Tapirus terrestris",-54.021947,-25.99989,19.3195419311523,12.5408744812012,56.0022964477539,361.44482421875,30.152250289917,7.75874996185303,22.3935012817383,23.5964164733887,15.8540840148926,23.5964164733887,14.8747081756592,1772,199,110,18.0109577178955,505,371,505,372
"Tapirus terrestris",-72.90407,2.464175,27.2682914733887,9.33649921417236,71.6511306762695,99.7580108642578,34.283748626709,21.2532501220703,13.0304985046387,26.7386245727539,28.1704998016357,28.6722068786621,26.1253337860107,2572,351,19,52.9409294128418,979,176,217,884
"Tapirus terrestris",-56.67154,-17.382727,25.5992603302002,11.2741041183472,62.9592056274414,204.772766113281,33.3424987792969,15.4355001449585,17.9069976806641,27.1713752746582,22.6620006561279,27.3505821228027,22.6620006561279,1262,216,22,67.138786315918,589,72,438,72
"Tapirus terrestris",-55.394293,5.705951,26.840030670166,7.74877119064331,77.5555648803711,62.7583541870117,32.4640007019043,22.472749710083,9.99125099182129,26.6679992675781,27.6991672515869,27.6991672515869,26.1671257019043,2128,321,87,41.9797668457031,842,286,286,473
"Tapirus terrestris",-68.276289,5.755045,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.210458,5.644709,27.9600009918213,10.018666267395,74.2921371459961,104.158393859863,35.8974990844727,22.4119987487793,13.4855003356934,26.7227916717529,28.8404159545898,29.3438339233398,26.7227916717529,2567,458,22,73.7946243286133,1282,111,113,1282
"Tapirus terrestris",-68.229109,5.706743,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.394304,5.727976,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.033502,5.981494,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.108102,5.974098,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.188755,5.956855,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-75.6121,-0.8179,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9058,-0.7822,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.9015,-0.6745,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.6097,-0.8198,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9066,-0.6703,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.4353,-0.9737,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
"Tapirus terrestris",-75.6123,-0.8176,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9168,-0.6637,25.3028964996338,9.37083339691162,83.9661483764648,57.4701995849609,30.982250213623,19.8219985961914,11.1602516174316,24.9303741455078,25.8504581451416,25.9149589538574,24.5023326873779,3063,335,170,22.414794921875,971,527,593,858
"Tapirus terrestris",-75.9082,-0.7579,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.6121,-0.8264,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9059,-0.7709,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.4517,-0.9891,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
"Tapirus terrestris",-75.9055,-0.7838,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.9193,-0.6648,25.3028964996338,9.37083339691162,83.9661483764648,57.4701995849609,30.982250213623,19.8219985961914,11.1602516174316,24.9303741455078,25.8504581451416,25.9149589538574,24.5023326873779,3063,335,170,22.414794921875,971,527,593,858
"Tapirus terrestris",-71.477257,4.311555,26.6877498626709,9.62937545776367,70.5849533081055,110.376663208008,34.7599983215332,21.1177501678467,13.6422481536865,25.5607089996338,27.6377086639404,28.163459777832,25.3665008544922,2491,432,10,66.3949966430664,1085,93,126,1075
"Tapirus terrestris",-71.489268,4.20692,26.6877498626709,9.62937545776367,70.5849533081055,110.376663208008,34.7599983215332,21.1177501678467,13.6422481536865,25.5607089996338,27.6377086639404,28.163459777832,25.3665008544922,2491,432,10,66.3949966430664,1085,93,126,1075
"Tapirus terrestris",-71.649572,4.235815,26.638542175293,9.73475074768066,70.2362899780273,114.584983825684,34.8730010986328,21.0130004882812,13.8600006103516,25.2735824584961,27.6555423736572,28.181791305542,25.2735824584961,2578,431,9,65.9490661621094,1124,97,125,1124
"Tapirus terrestris",-71.539396,4.318046,26.638542175293,9.73475074768066,70.2362899780273,114.584983825684,34.8730010986328,21.0130004882812,13.8600006103516,25.2735824584961,27.6555423736572,28.181791305542,25.2735824584961,2578,431,9,65.9490661621094,1124,97,125,1124
"Tapirus terrestris",-71.537529,4.194698,26.638542175293,9.73475074768066,70.2362899780273,114.584983825684,34.8730010986328,21.0130004882812,13.8600006103516,25.2735824584961,27.6555423736572,28.181791305542,25.2735824584961,2578,431,9,65.9490661621094,1124,97,125,1124
"Tapirus terrestris",-71.521862,4.398534,26.6442489624023,9.82975006103516,70.8718566894531,113.548240661621,34.8507499694824,20.9809989929199,13.8697509765625,25.2843322753906,27.6414165496826,28.161958694458,25.2843322753906,2695,468,10,68.1166763305664,1231,89,133,1231
"Tapirus terrestris",-71.47052,4.241208,26.6877498626709,9.62937545776367,70.5849533081055,110.376663208008,34.7599983215332,21.1177501678467,13.6422481536865,25.5607089996338,27.6377086639404,28.163459777832,25.3665008544922,2491,432,10,66.3949966430664,1085,93,126,1075
"Tapirus terrestris",-71.730338,4.209911,26.6128120422363,9.85529136657715,70.1007614135742,118.491340637207,34.9835014343262,20.9247493743896,14.0587520599365,25.2029991149902,27.6905002593994,28.214750289917,25.2029991149902,2558,420,9,66.1948547363281,1119,86,130,1119
"Tapirus terrestris",-71.556459,4.322105,26.638542175293,9.73475074768066,70.2362899780273,114.584983825684,34.8730010986328,21.0130004882812,13.8600006103516,25.2735824584961,27.6555423736572,28.181791305542,25.2735824584961,2578,431,9,65.9490661621094,1124,97,125,1124
"Tapirus terrestris",-71.724844,4.325928,26.6128120422363,9.85529136657715,70.1007614135742,118.491340637207,34.9835014343262,20.9247493743896,14.0587520599365,25.2029991149902,27.6905002593994,28.214750289917,25.2029991149902,2558,420,9,66.1948547363281,1119,86,130,1119
"Tapirus terrestris",-76.7653,-1.0967,24.8918533325195,9.49241638183594,87.0305023193359,49.9114265441895,30.4090003967285,19.5020008087158,10.9069995880127,24.545166015625,25.322582244873,25.3903751373291,24.1748752593994,3680,404,231,18.6473655700684,1127,697,759,1027
"Tapirus terrestris",-52.842003,-18.029434,21.4472389221191,12.572229385376,67.4810638427734,165.327331542969,29.2235012054443,10.5927495956421,18.6307525634766,22.5742492675781,19.1808338165283,22.8148345947266,19.0127506256104,1611,307,21,70.7834396362305,764,72,577,104
"Tapirus terrestris",-72.836916,2.550698,27.3045196533203,9.23666667938232,71.2582015991211,101.319999694824,34.3269996643066,21.3647499084473,12.9622497558594,26.7537498474121,28.2254581451416,28.7390823364258,26.1472072601318,2607,354,19,54.0520057678223,1009,164,204,985
"Tapirus terrestris",-54.526109,-25.68755,20.9115104675293,12.5617294311523,56.4160041809082,363.535766601562,31.6177501678467,9.35149955749512,22.2662506103516,23.15966796875,17.3404159545898,25.1429595947266,16.3681240081787,1745,190,104,16.8720855712891,495,351,448,355
"Tapirus terrestris",-45.282341,-14.855106,22.6253223419189,12.870062828064,70.6486434936523,133.163711547852,30.9002494812012,12.6832504272461,18.2169990539551,23.2991676330566,20.7394161224365,23.8231239318848,20.7394161224365,1246,284,3,94.9896240234375,722,14,344,14
"Tapirus terrestris",-66.295704,-11.395507,26.8973445892334,10.3787288665771,71.6688766479492,70.77978515625,33.6632499694824,19.1817493438721,14.4815006256104,27.0277919769287,26.013542175293,27.6931667327881,25.9311256408691,1601,268,22,64.8871307373047,734,95,382,147
"Tapirus terrestris",-66.382709,-11.269427,26.7462291717529,10.2054996490479,72.0727462768555,69.5891952514648,33.3359985351562,19.1760005950928,14.1599979400635,26.8876247406006,25.853458404541,27.5065822601318,25.8011665344238,1642,267,22,63.7663536071777,742,96,392,148
"Tapirus terrestris",-52.333456,-22.408923,22.0611457824707,12.0396251678467,64.2790374755859,253.785400390625,30.2987499237061,11.5684995651245,18.7302513122559,24.7122917175293,20.0487079620361,24.7122917175293,18.5626258850098,1185,162,34,44.5495338439941,447,140,447,184
"Tapirus terrestris",-49.107771,-16.188137,22.1943645477295,10.0631046295166,67.3849792480469,102.106307983398,29.2502498626709,14.316499710083,14.9337501525879,22.3759574890137,21.0221672058105,23.2252502441406,20.7275409698486,1663,285,11,77.771598815918,809,38,465,61
"Tapirus terrestris",-55.534069,-20.476144,23.5528125762939,11.5662088394165,65.1094741821289,227.636764526367,31.3729991912842,13.6087503433228,17.7642478942871,25.7080841064453,20.4905834197998,25.7080841064453,20.4209995269775,1426,224,34,51.864200592041,607,130,607,197
"Tapirus terrestris",-54.109583,-25.989117,19.3195419311523,12.5408744812012,56.0022964477539,361.44482421875,30.152250289917,7.75874996185303,22.3935012817383,23.5964164733887,15.8540840148926,23.5964164733887,14.8747081756592,1772,199,110,18.0109577178955,505,371,505,372
"Tapirus terrestris",-54.043387,-25.91615,19.3195419311523,12.5408744812012,56.0022964477539,361.44482421875,30.152250289917,7.75874996185303,22.3935012817383,23.5964164733887,15.8540840148926,23.5964164733887,14.8747081756592,1772,199,110,18.0109577178955,505,371,505,372
"Tapirus terrestris",-54.196188,-25.980897,19.9302597045898,12.6434783935547,55.814323425293,367.553466796875,30.8447494506836,8.19200038909912,22.6527481079102,22.1250839233398,16.3662910461426,24.2692489624023,15.3815002441406,1745,197,106,17.2646331787109,481,354,478,361
"Tapirus terrestris",-54.188578,-25.911239,19.9302597045898,12.6434783935547,55.814323425293,367.553466796875,30.8447494506836,8.19200038909912,22.6527481079102,22.1250839233398,16.3662910461426,24.2692489624023,15.3815002441406,1745,197,106,17.2646331787109,481,354,478,361
"Tapirus terrestris",-54.15919,-25.956515,19.3195419311523,12.5408744812012,56.0022964477539,361.44482421875,30.152250289917,7.75874996185303,22.3935012817383,23.5964164733887,15.8540840148926,23.5964164733887,14.8747081756592,1772,199,110,18.0109577178955,505,371,505,372
"Tapirus terrestris",-52.36781,-22.498723,22.0611457824707,12.0396251678467,64.2790374755859,253.785400390625,30.2987499237061,11.5684995651245,18.7302513122559,24.7122917175293,20.0487079620361,24.7122917175293,18.5626258850098,1185,162,34,44.5495338439941,447,140,447,184
"Tapirus terrestris",-67.70443,5.851367,27.7913341522217,9.98974990844727,72.5933456420898,121.390060424805,35.9082489013672,22.1470012664795,13.7612476348877,26.3676242828369,28.7345848083496,29.372875213623,26.3676242828369,2423,428,18,74.9925689697266,1222,104,260,1222
"Tapirus terrestris",-75.6142,-1.5812,25.5465202331543,9.65666675567627,85.2177810668945,58.4616737365723,31.1809997558594,19.8492488861084,11.331750869751,25.2207508087158,26.1100006103516,26.1118755340576,24.712833404541,3111,341,176,20.416130065918,975,573,601,886
"Tapirus terrestris",-75.9056,-0.7836,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.9059,-0.7711,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.6106,-0.8194,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.6193,-0.8153,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9055,-0.7836,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-75.6108,-0.8187,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-52.51543,4.46131,25.6462707519531,8.19099998474121,76.0379791259766,42.652400970459,31.6947498321533,20.9225006103516,10.7722492218018,25.5997924804688,26.199291229248,26.199291229248,25.1530838012695,3145,501,86,49.6067237854004,1263,321,321,911
"Tapirus terrestris",-71.649236,4.236946,26.638542175293,9.73475074768066,70.2362899780273,114.584983825684,34.8730010986328,21.0130004882812,13.8600006103516,25.2735824584961,27.6555423736572,28.181791305542,25.2735824584961,2578,431,9,65.9490661621094,1124,97,125,1124
"Tapirus terrestris",-71.523751,4.345412,26.6442489624023,9.82975006103516,70.8718566894531,113.548240661621,34.8507499694824,20.9809989929199,13.8697509765625,25.2843322753906,27.6414165496826,28.161958694458,25.2843322753906,2695,468,10,68.1166763305664,1231,89,133,1231
"Tapirus terrestris",-72.274522,4.324372,26.747688293457,9.98529243469238,69.3904876708984,128.248916625977,35.3747520446777,20.9847507476807,14.3900012969971,25.4779586791992,28.0025424957275,28.5057506561279,25.2471256256104,2686,433,14,63.9268226623535,1174,134,148,1149
"Tapirus terrestris",-73.423861,3.543694,26.082103729248,9.33316707611084,76.6301116943359,84.8935241699219,32.8337516784668,20.6542491912842,12.1795024871826,25.7822074890137,26.8369598388672,27.2473335266113,25.0294990539551,2836,380,31,51.814266204834,1086,190,252,984
"Tapirus terrestris",-76.388,-0.5319,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.5976,-0.9023,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-76.4022,-0.6734,25.0135097503662,9.44181251525879,86.833251953125,52.0662612915039,30.5114994049072,19.6380004882812,10.873498916626,24.652416229248,25.4779586791992,25.5609169006348,24.2859992980957,3368,365,204,18.5447292327881,1032,635,698,924
"Tapirus terrestris",-75.6021,-0.9129,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-75.803,-0.7612,25.363000869751,9.41149997711182,83.4204864501953,58.3284225463867,31.0820007324219,19.7999992370605,11.2820014953613,24.9991664886475,25.9325828552246,25.9762496948242,24.540958404541,2902,325,158,23.8968467712402,935,487,546,833
"Tapirus terrestris",-48.984438,-15.91542,22.0042705535889,9.98866653442383,66.7100830078125,108.811973571777,28.8617496490479,13.888500213623,14.9732494354248,22.3213329315186,20.6317920684814,23.027042388916,20.4090003967285,1660,285,10,78.4561004638672,810,34,462,59
"Tapirus terrestris",-46.994301,-3.93553,25.6016674041748,10.1121253967285,82.5732345581055,43.0520629882812,31.6145000457764,19.3682498931885,12.2462501525879,25.1994590759277,25.6200408935547,26.1941661834717,25.1436252593994,1616,328,23,80.5317764282227,858,84,274,818
"Tapirus terrestris",-56.87473,-19.411076,25.5911140441895,10.8950204849243,62.1968383789062,244.156463623047,33.3087501525879,15.7917499542236,17.5170001983643,27.8421249389648,22.2676658630371,27.8633327484131,22.2676658630371,1193,203,29,58.6260871887207,528,98,512,98
"Tapirus terrestris",-75.9218,-1.6715,25.4335308074951,9.73264598846436,86.4758987426758,53.899658203125,31.0387496948242,19.7840003967285,11.2547492980957,25.1179580688477,25.955249786377,25.9584159851074,24.6622085571289,3223,357,187,19.2795944213867,991,609,635,915
"Tapirus terrestris",-77.452285,-1.029671,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-77.403984,-1.087716,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-69.925929,-12.793527,25.0696468353271,10.0020418167114,73.3623733520508,99.7071914672852,31.4387493133545,17.8050003051758,13.6337490081787,25.7787094116211,23.6557502746582,25.8989162445068,23.6332092285156,3453,514,123,49.7322273254395,1435,399,1065,434
"Tapirus terrestris",-75.607,-0.821,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
